"ID","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
1986,"🏳️‍🌈Kick-Ass Stylish Flat with Kitties 🐱🏳️‍🌈  LGBTQ SAFE",79704293,"Colin","Lincoln Square",41.96903,-87.68089,"Private room",38,7,74,"2020-08-31",2.08,1,25
1987,"Logan Square home",104861336,"Dominique","Logan Square",41.91924,-87.70858,"Entire home/apt",55,28,1,"2019-06-12",0.06,1,0
1988,"Urban Glamour in West Town",34928721,"Leina","West Town",41.89496,-87.67247,"Entire home/apt",90,2,23,"2020-06-28",0.65,1,173
1989,"Lincoln Square on the Chicago River",20587257,"Chris","Lincoln Square",41.9681,-87.69803,"Entire home/apt",202,2,20,"2019-12-30",0.68,1,81
1990,"Spacious 5BR * Irving Park Chicago * Garage Access",154944238,"Jacob","Irving Park",41.95562,-87.72712,"Entire home/apt",313,1,85,"2020-03-11",2.51,1,362
1991,"Vintage 3BR/2Ba Duplex in Wrigley/Lakeview",9094538,"Nicole","Lake View",41.94539,-87.65145,"Entire home/apt",93,1,42,"2020-03-16",1.18,37,110
1992,"Ukrainian Village, CUTE FLAT, close to Wicker Park",155923369,"Elizabeth","West Town",41.89643,-87.68014,"Private room",75,1,0,"",NA,1,0
1993,"Luxury Modern Wicker Park Home with Rooftop View!",6259673,"Shikha","West Town",41.90182,-87.67304,"Entire home/apt",119,2,13,"2020-02-16",0.47,1,0
1994,"Lake Home! 2 blks to Beach/ 10 mins to Downtown!",155934833,"J Selena","Oakland",41.8255,-87.60599,"Entire home/apt",255,3,55,"2020-02-24",1.65,1,263
1995,"Modern 2-BR, 1-ba near Wrigley, Red line!",9094538,"Nicole","Lake View",41.93944,-87.66421,"Entire home/apt",78,2,18,"2020-09-07",0.52,37,0
1996,"Center of Downtown King Size Bed",155979817,"Taylor","Near North Side",41.89053,-87.62866,"Private room",88,3,27,"2019-08-29",0.78,1,0
1997,"Relax & Walk to Wrigley Field from this Comfy Home",127772312,"Susan","North Center",41.95144,-87.68164,"Entire home/apt",139,2,88,"2020-09-09",2.51,2,163
1998,"Charming Portage Park Roost Private 2 bed 1 bath",22300832,"Bo","Portage Park",41.94794,-87.77038,"Entire home/apt",29,1,166,"2020-09-13",4.81,1,143
1999,"Luxe 6BR House *Trendy Logan Square *Garage Access",156059677,"Amit","Avondale",41.93487,-87.70182,"Entire home/apt",370,2,102,"2020-09-13",2.94,1,340
2000,"Artsy, cozy, getaway! Perfect for couples!",42437004,"Rebecca & Armando","Hermosa",41.93786,-87.74067,"Entire home/apt",43,1,121,"2019-10-14",3.42,2,174
2001,"Chicago downtown cozy one bedroom apartment",27532517,"Yujue","Near West Side",41.88114,-87.64378,"Entire home/apt",60,1,5,"2017-12-16",0.14,1,0
2002,"+ Private Bathroom-Very Safe Area-Friendly Dog +",132851466,"Joey","Norwood Park",41.99255,-87.78391,"Private room",121,2,26,"2019-09-17",0.74,4,355
2003,"#4 Hyde park Luxury PRIVATE RM&BTH airventilator",140160049,"City Zen","Kenwood",41.80253,-87.60377,"Private room",49,1,149,"2020-09-19",4.25,4,360
2004,"Serene Space with King Sized Sleep Number Mattress",51767459,"Eva","Dunning",41.93708,-87.81612,"Entire home/apt",91,3,131,"2020-09-07",4.41,4,59
2005,"Old town vintage 2 bedroom",22169733,"Karen","Lincoln Park",41.91341,-87.63927,"Entire home/apt",80,90,0,"",NA,1,295
2006,"Bright and Sophisticated",29634179,"Natasha","Avondale",41.93674,-87.72061,"Entire home/apt",75,2,77,"2020-03-17",2.21,1,0
2007,"Huge Bright Modern 2BR Home in Heart of Bucktown",5633777,"Nicole","West Town",41.91042,-87.673,"Entire home/apt",165,3,21,"2020-02-17",0.6,2,0
2008,"Beige Rm w/ Private Bath, 5 min to train",9094538,"Nicole","Lake View",41.93821,-87.66538,"Private room",45,2,28,"2020-09-02",0.91,37,132
2009,"Historic Pullman Home-Style Comfort & Great Locale",156698136,"Dave & K. Dale","Pullman",41.68923,-87.60536,"Entire home/apt",129,2,108,"2020-09-12",3.19,2,179
2010,"Yellow Room in 3BR/2bath Apt, 5 min to train",9094538,"Nicole","Lake View",41.9385,-87.66546,"Private room",46,2,32,"2020-08-06",0.92,37,79
2011,"Riveting in Roscoe Village - 3BR with Parking!",154850323,"Erhan","North Center",41.93972,-87.68168,"Entire home/apt",105,3,102,"2020-09-07",2.97,1,338
2012,"Mattioli guest suite (private lower level)",156830366,"Ryan","West Ridge",41.99542,-87.68967,"Entire home/apt",41,1,94,"2020-03-15",2.7,1,0
2013,"Blue Room in 3BR/2bath Apt, 5 min to train",9094538,"Nicole","Lake View",41.94027,-87.66565,"Private room",35,2,29,"2020-08-16",0.83,37,125
2014,"Go CUBS! 3BR. HEART of Wrigley / Boystown",9094538,"Nicole","Lake View",41.9461,-87.65115,"Entire home/apt",80,1,51,"2020-03-15",1.45,37,137
2015,"Completely renovated Chicago Single Family Home",15977611,"Mark","Lake View",41.94516,-87.66381,"Entire home/apt",350,3,1,"2019-08-04",0.07,1,170
2016,"Sweet northwest side neighborhood gem",1358357,"Kate","Forest Glen",41.97421,-87.75149,"Private room",55,2,8,"2019-10-13",0.33,1,179
2017,"Home away from home in Pilsen!! 3 bedrooms!",53359413,"Trinidad","Lower West Side",41.85798,-87.6505,"Entire home/apt",178,2,46,"2020-02-17",1.31,1,269
2018,"Near Downtown; Sleeps 6; Walk to Trains!",142047837,"Kate","Lincoln Park",41.92131,-87.66365,"Entire home/apt",111,2,83,"2020-09-06",2.41,2,90
2019,"BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 4",154630260,"Ody","Lake View",41.94556,-87.65017,"Shared room",80,1,3,"2017-11-11",0.09,18,0
2020,"Prince Home",157304075,"Tian","Near South Side",41.86565,-87.62625,"Entire home/apt",88,60,0,"",NA,1,177
2021,"Cute and Cozy 1 BR & private Bath in Pilsen!",69267253,"Diane","Lower West Side",41.84784,-87.68492,"Private room",75,1,39,"2020-02-17",1.24,1,179
2022,"201 Nice Area Small but Comfortable Private Room",127235673,"Alex","Edgewater",41.98532,-87.67212,"Private room",30,1,64,"2020-09-04",1.84,11,359
2023,"Vintage Modern Chicago - -  Private Room",48018694,"Jefferey","Lake View",41.94228,-87.64211,"Private room",125,2,22,"2019-07-16",0.7,1,179
2024,"High rise corner unit in the heart of Chicago",112009042,"Dominic","Loop",41.87766,-87.63397,"Entire home/apt",105,185,0,"",NA,1,179
2025,"Huge Duplex in Roscoe Village/Lakeview",157546882,"Eleanor","North Center",41.94666,-87.67508,"Entire home/apt",198,3,118,"2020-09-07",3.41,1,84
2026,"BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 3",154630260,"Ody","Lake View",41.94466,-87.64937,"Shared room",64,1,2,"2017-11-26",0.06,18,0
2027,"LOCATION! LOCATION!WRIGLEY - BOYSTOWN - LAKEVIEW 2",154630260,"Ody","Lake View",41.94528,-87.65205,"Shared room",39,1,2,"2017-12-28",0.06,18,0
2028,"Cozy 1-bed unit between O'hare & Dowtown Chicago",160794000,"Erick","Portage Park",41.95632,-87.77406,"Entire home/apt",41,1,187,"2020-08-29",5.37,2,146
2029,"LOCATION! LOCATION!WRIGLEY - BOYSTOWN - LAKEVIEW 2",154630260,"Ody","Lake View",41.946,-87.65242,"Shared room",44,1,1,"2018-01-21",0.03,18,0
2030,"3BD Duplex Loft in Lincoln Park-parking included",151599358,"Jenna","Lincoln Park",41.91792,-87.6544,"Entire home/apt",499,2,1,"2019-07-08",0.07,1,0
2031,"The Blue Room w/ Queen Bed in Finished Attic",9094538,"Nicole","Lake View",41.93986,-87.66365,"Private room",35,1,42,"2020-09-04",1.2,37,121
2032,"BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1",154630260,"Ody","Lake View",41.94666,-87.6493,"Shared room",23,1,11,"2018-01-01",0.32,18,0
2033,"Premium Quad Room:  Great for Families or Friends",57387860,"Freehand","Near North Side",41.89235,-87.62732,"Hotel room",160,4,59,"2020-03-09",3.9,24,329
2034,"Granville House Chicago",157794356,"Chris","Edgewater",41.99433,-87.6693,"Entire home/apt",79,2,46,"2020-01-12",1.68,1,0
2035,"BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1",154630260,"Ody","Lake View",41.9393,-87.65266,"Shared room",19,1,4,"2017-12-29",0.12,18,0
2036,"BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1",154630260,"Ody","Lake View",41.94119,-87.65396,"Shared room",22,1,6,"2018-01-03",0.17,18,0
2037,"LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 6",154630260,"Ody","Lake View",41.94651,-87.65011,"Shared room",110,1,1,"2017-11-12",0.03,18,0
2038,"LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 5",154630260,"Ody","Lake View",41.94567,-87.64919,"Shared room",110,1,0,"",NA,18,0
2039,"LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 4",154630260,"Ody","Lake View",41.94559,-87.64933,"Shared room",86,1,1,"2017-12-03",0.03,18,0
2040,"LOCATION!LAKEVIEW SUPER BASE -WRIGLEY -BOYSTOWN 3",154630260,"Ody","Lake View",41.93884,-87.65232,"Shared room",59,1,3,"2018-01-01",0.09,18,0
2041,"Renovated Designer Apartment in Heart of Lincoln Square",157821307,"Amy","Lincoln Square",41.96426,-87.68528,"Entire home/apt",105,3,188,"2020-08-04",5.43,2,293
2042,"Old Coast Condo",47398795,"Xenon","Near North Side",41.90509,-87.63376,"Entire home/apt",100,3,9,"2019-07-29",0.28,1,0
2043,"3Bdrm New home w/view & deck - 2nd Floor",48707612,"Beau","Lake View",41.94743,-87.65906,"Entire home/apt",416,1,35,"2020-09-13",1.36,1,262
2044,"Cozy studio close RushUIC med campus United Center",1412967,"Becky","Near West Side",41.88155,-87.66875,"Entire home/apt",65,2,0,"",NA,1,0
2045,"LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 3",154630260,"Ody","Lake View",41.94513,-87.64918,"Shared room",69,1,1,"2017-11-19",0.03,18,0
2046,"LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2",154630260,"Ody","Lake View",41.94055,-87.65429,"Shared room",51,2,0,"",NA,18,0
2047,"LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2",154630260,"Ody","Lake View",41.9407,-87.65206,"Shared room",58,2,2,"2017-12-19",0.06,18,0
2048,"LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2",154630260,"Ody","Lake View",41.94614,-87.64951,"Shared room",58,2,0,"",NA,18,0
2049,"Cozy apartment in great Ukrainian Village",20073392,"Frances & Patrick","West Town",41.89882,-87.68792,"Entire home/apt",89,3,5,"2020-03-16",0.15,2,0
2050,"Paradise stay",157867998,"Fahad","Near North Side",41.89278,-87.63006,"Entire home/apt",120,1,3,"2017-11-16",0.09,1,0
2051,"Large Guest Space with Private Entry in Rodgers Park House",157222289,"Drew And Elena","Rogers Park",41.9993,-87.67294,"Private room",124,4,10,"2019-11-10",0.29,2,353
2052,"Uptown Dream",23353615,"Felicia","Uptown",41.96407,-87.65188,"Private room",90,3,27,"2019-10-15",0.87,1,363
2053,"Private Duplex Coach Home in West Town",2907374,"George","West Town",41.89101,-87.65809,"Entire home/apt",250,2,116,"2020-03-08",3.38,1,0
2054,"Chicago 4 level townhome+deck near Wrigley&MichAve",158055753,"Kimberly","Logan Square",41.934,-87.68793,"Entire home/apt",527,182,0,"",NA,1,365
2055,"⭐ WoW ⭐ 10min to DT - Center of Chicago Easy Transit",8670834,"Dan","East Garfield Park",41.8769,-87.69553,"Entire home/apt",94,3,175,"2020-09-07",5.07,3,343
2056,"The Green Room on 3rd Floor in Finished Attic",9094538,"Nicole","Lake View",41.9399,-87.66349,"Private room",45,2,46,"2020-07-02",1.32,37,121
2057,"Roscoe Village Gem-Close to Everything!",30648458,"Tom","North Center",41.94184,-87.6782,"Entire home/apt",65,2,95,"2020-09-12",2.75,1,2
2058,"Darling Garden Apartment",31875519,"Hannah","West Town",41.90137,-87.68064,"Entire home/apt",60,3,15,"2019-12-01",0.44,1,0
2059,"Modern, Open, Loft in Chicago's Logan Square",3257065,"Samantha","Logan Square",41.92054,-87.71558,"Entire home/apt",79,1,173,"2020-09-16",5,1,209
2060,"Charming Suite in North West Side of Chicago",31432220,"Patricio","Forest Glen",41.97654,-87.74931,"Private room",35,30,5,"2020-09-14",0.16,2,147
2061,"Private apartment inside house 
GATED FREE Parking",157222289,"Drew And Elena","Rogers Park",41.99913,-87.67043,"Entire home/apt",124,4,66,"2020-03-15",1.97,2,346
2062,"NICE HOUSE FOR A GOOD PRICE",99491294,"Maria","Austin",41.91435,-87.76508,"Entire home/apt",50,1,204,"2020-09-18",5.92,1,265
2063,"*Luxury Condo/Chicago Midway Airport Location *",60081894,"Michelle","West Lawn",41.75428,-87.72759,"Entire home/apt",71,2,70,"2020-04-21",2.14,1,47
2064,"Hyde Park 4 Bed/3 Bath Modern Condo- NO PARTIES!!!",158726206,"Ian","Hyde Park",41.80094,-87.60358,"Entire home/apt",179,2,231,"2020-09-18",6.72,2,157
2065,"❤️ Sophisticated River West 2 Bedroom - Near the L",155409587,"Drew","West Town",41.89037,-87.64994,"Entire home/apt",159,3,132,"2020-09-17",3.84,1,351
2066,"Speakeasy Suite  *Walk to Action, B-fast Included",95054618,"Alex","Logan Square",41.92178,-87.70601,"Entire home/apt",139,2,23,"2019-10-15",0.69,1,0
2067,"3 Level Lincoln Park Townhouse with 4 Beds!",64473273,"Marcus","Lincoln Park",41.923,-87.65291,"Entire home/apt",274,3,96,"2020-09-04",2.8,1,362
2068,"PRIVATE ROOM IN LAKEVIEW HEART! BOYSTOWN -WRIGLEY",154630260,"Ody","Lake View",41.94696,-87.65139,"Private room",75,2,1,"2017-11-27",0.03,18,0
2069,"Wanderlust in Wicker Park! Entire, HUGE 1 bed apt",48049735,"Cory","Logan Square",41.91636,-87.67392,"Entire home/apt",239,2,10,"2019-08-11",0.3,2,263
2070,"Expansive views condo",158843989,"Daniel","Near North Side",41.8918,-87.61985,"Entire home/apt",280,3,0,"",NA,1,0
2071,"Comfortable unit blocks from UChicago’s Campus!",53498733,"Myles","Woodlawn",41.78122,-87.60985,"Entire home/apt",65,1,32,"2020-09-06",3.23,1,0
2072,"Large 1 bedroom in Heart of River North",43831440,"Austin","Near North Side",41.89426,-87.64303,"Private room",150,1,0,"",NA,1,0
2073,"Home base 1 near O' Hare ORD, Rosemont",158948610,"Michael","Jefferson Park",41.97497,-87.78705,"Private room",25,1,93,"2020-09-07",2.75,2,62
2074,"Beautiful 3-bedroom townhome",158965964,"Laurie","Lake View",41.94316,-87.65967,"Entire home/apt",290,4,0,"",NA,1,0
2075,"Great townhouse in a gated community",158969107,"Oona","Near South Side",41.85662,-87.62824,"Entire home/apt",220,3,0,"",NA,1,0
2076,"Home Base 2 near O' Hare ORD and Rosemont",158948610,"Michael","Jefferson Park",41.97558,-87.78523,"Private room",25,1,30,"2020-07-22",0.9,2,295
2077,"Cozy Garden Studio on Damen",28612032,"Ryan","West Town",41.89955,-87.677,"Entire home/apt",85,2,1,"2017-11-24",0.03,1,0
2078,"Premium Highrise Unit W/ 5 Star Amenities Gym Pool",24388042,"DeLuxe","Near North Side",41.89169,-87.61969,"Entire home/apt",249,10,4,"2020-09-10",0.12,6,325
2079,"Beautiful and Comfortable Lincoln Park Home",158998071,"Lynn","Lincoln Park",41.93187,-87.66258,"Entire home/apt",450,1,50,"2020-09-13",2.02,1,360
2080,"Welcome to Chicago   Best price here",56533426,"Li","Brighton Park",41.81085,-87.69132,"Private room",28,1,11,"2020-07-12",0.32,2,364
2081,"Delightful 3 bed 2 bath with Free Parking!",8480922,"Samuel","Albany Park",41.96881,-87.70767,"Entire home/apt",111,2,184,"2020-09-08",5.51,4,166
2082,"Hostel Style Room & 5* Location WRIGLEY - LAKEVIEW",154630260,"Ody","Lake View",41.9464,-87.64944,"Shared room",25,2,1,"2017-11-26",0.03,18,0
2083,"*Comfortable & Spacious Home Close to Downtown*",25828323,"Shimmy","West Town",41.90692,-87.69479,"Entire home/apt",135,2,85,"2020-09-13",2.55,1,358
2084,"Hip Chicago Condo in fun shopping and dining area",5833977,"Emily","West Town",41.90304,-87.67278,"Entire home/apt",200,1,19,"2020-08-09",0.62,1,340
2085,"Wrigley Hostel - 4 Bed Female Dorm",7391164,"Wrigley Hostel","Lake View",41.94587,-87.65463,"Hotel room",35,1,24,"2020-09-14",0.72,5,365
2086,"Spacious, private entry and patio!",72951726,"Kathleen","Lincoln Square",41.96704,-87.6935,"Entire home/apt",80,2,107,"2020-08-19",3.14,1,223
2087,"Centrally Located Spacious Loft w Exposed Brick",99798589,"Bridget","West Town",41.89212,-87.65681,"Entire home/apt",149,4,53,"2019-10-14",1.69,1,0
2088,"Beautifully Renovated 2BR in Historic Lincoln Park",1910771,"Michael","Lincoln Park",41.92803,-87.64454,"Entire home/apt",174,3,120,"2020-09-17",3.54,1,48
2089,"1-Need a room? Spacious, near trains, great price!",26415921,"Warren","Albany Park",41.97061,-87.71763,"Private room",23,1,31,"2020-03-21",2.31,5,0
2090,"Nice DowntownApartment Great View Perfect Location",69058640,"Jing","Near West Side",41.88124,-87.64061,"Entire home/apt",145,1,230,"2020-09-18",6.67,1,91
2091,"Shomer Shabbos room for single woman",76220309,"Martha","West Ridge",42.01132,-87.69867,"Private room",36,1,3,"2019-09-20",0.2,1,80
2092,"The Hamlin In Logan Square 4BR/2BA w/Parking!",145980569,"Garrett","Logan Square",41.9246,-87.723,"Entire home/apt",350,3,65,"2020-07-27",1.91,4,158
2093,"Logan Square - Bright Suite",36300208,"Maria","Avondale",41.93369,-87.72944,"Private room",40,3,4,"2020-02-29",0.25,9,279
2094,"Separate entrance. Clean. Cozy. Convenient.",11651621,"Lisa","Lincoln Park",41.91392,-87.63952,"Entire home/apt",175,3,72,"2020-08-31",2.12,1,349
2095,"Newly Renovated, Spacious Urban Getaway",160062005,"Nancy","Edgewater",41.99396,-87.67301,"Entire home/apt",184,2,120,"2020-09-06",3.85,2,145
2096,"Relax in a Midcentury Two Bedroom Condominium in Wrigleyville",3634923,"Steven","Lake View",41.94695,-87.65008,"Entire home/apt",151,1,176,"2020-09-13",5.15,1,339
2097,"Multi-level, near Transit and Lake/beach/park.",16153770,"De'","Uptown",41.97051,-87.65856,"Private room",119,2,16,"2019-10-20",0.48,1,365
2098,"Charming Apartment in the Southport Corridor",72357187,"Gracellen","Lake View",41.94671,-87.66586,"Entire home/apt",70,2,0,"",NA,1,0
2099,"Hip Music Themed Apartment",40394055,"Brad","West Town",41.89983,-87.69578,"Entire home/apt",73,2,170,"2020-08-31",5.13,2,138
2100,"Comfy luxury 1bd/1ba in Lincoln Park!",25463499,"Ian","Lincoln Park",41.91121,-87.64953,"Entire home/apt",153,4,0,"",NA,1,81
2101,"Addison Manor",160666560,"Christopher","Lake View",41.94754,-87.65365,"Private room",132,1,72,"2020-02-01",2.12,1,1
2102,"Cozy One Bedroom Between Lakeview and Lincoln Park",106741386,"Olivia","Lake View",41.93507,-87.63952,"Entire home/apt",50,1,2,"2017-12-26",0.06,2,0
2103,"Unwind in a Charming Apartment with Skylights",62373872,"Tara","Irving Park",41.94945,-87.70487,"Entire home/apt",112,2,113,"2020-03-27",4.44,1,0
2104,"Wicker Park/ Bucktown 1-Bedroom shared apartment",48049735,"Cory","Logan Square",41.9168,-87.67278,"Private room",72,1,88,"2020-03-01",2.61,2,28
2105,"Spacious basement suite Clean & Sanitized",144854410,"Martha","Montclare",41.93261,-87.79106,"Entire home/apt",89,5,20,"2020-02-17",0.7,2,180
2106,"527 west brompton",31920670,"Steve","Lake View",41.94617,-87.64309,"Private room",100,1,0,"",NA,1,0
2107,"Style, comfort & class",159752521,"Moraima","West Town",41.90372,-87.69651,"Private room",29,3,41,"2020-03-18",1.34,1,14
2108,"West Town Gem",6013215,"Valerie","West Town",41.89182,-87.66364,"Entire home/apt",250,3,26,"2020-02-17",0.85,1,0
2109,"*2020 SPECIAL* | Urban Chic Meets Comfy Cozy",57033860,"Noelle","Lincoln Square",41.9776,-87.68409,"Entire home/apt",89,1,77,"2020-08-22",2.31,2,114
2110,"CELEBRITY HOTSPOT ll - RIVER NORTH CHICAGO.",137060349,"Daniel","Near North Side",41.89502,-87.63448,"Entire home/apt",295,2,8,"2019-10-23",0.28,1,90
2111,"Cozy Logan Square 2 Bedroom Guest Space",14839402,"Osiris","Logan Square",41.9192,-87.71277,"Entire home/apt",76,2,95,"2020-09-14",4.27,1,151
2112,"One bedroom/semi-private bath in Hyde Park",91946836,"Jordan","Hyde Park",41.80045,-87.59822,"Private room",52,3,107,"2020-02-17",3.16,3,351
2113,"South Shore Flat - 20 minutes away from downtown",161487535,"Ryan","South Shore",41.76042,-87.56215,"Private room",42,2,12,"2019-10-19",0.36,2,173
2114,"Luxury Downtown 2BR/2BA HOT TUB + GYM + POOL",83166040,"HomeTree","Loop",41.88786,-87.61614,"Entire home/apt",225,2,28,"2019-08-02",0.84,3,0
2115,"Cozy, quiet studio apartment",161722468,"Sarah","North Center",41.95784,-87.69056,"Entire home/apt",58,20,80,"2020-08-17",2.38,1,99
2116,"River West 4 Bedroom - Stunning Renovation!",161754741,"Josh","West Town",41.89427,-87.65808,"Entire home/apt",255,3,102,"2020-09-07",3.08,2,333
2117,"3 Bedroom River West Renovation",161754741,"Josh","West Town",41.89398,-87.65739,"Entire home/apt",178,3,127,"2020-08-31",3.84,2,348
2118,"Entire Apartment Near (Francisco) Brown Line Train",50484261,"Sofia","Albany Park",41.96982,-87.70518,"Entire home/apt",40,1,46,"2019-10-20",1.38,2,42
2119,"OMBB",4010906,"Bobbie","Grand Boulevard",41.81976,-87.61354,"Private room",154,28,1,"2018-07-22",0.04,7,365
2120,"Bright and Cozy Logan Square Home",33053901,"Andrea","Logan Square",41.93058,-87.71631,"Entire home/apt",85,2,0,"",NA,1,0
2121,"4 BEDROOM, 3 BATH CONDO IN U of C HYDE PARK AREA",12977760,"Bob","Woodlawn",41.78494,-87.59999,"Entire home/apt",216,2,91,"2020-07-13",2.73,1,47
2122,"Spacious & Cozy 3Bdr in the Heart of Chicago",151706485,"Yvonne","Woodlawn",41.78414,-87.61032,"Entire home/apt",121,2,81,"2020-09-13",2.57,1,217
2123,"Charming one bedroom condo",2252463,"Olivia","Irving Park",41.9556,-87.69894,"Entire home/apt",50,2,24,"2019-09-15",0.73,1,0
2124,"Stylish Penthouse w/Private Rooftop",162532475,"Brandy","Near North Side",41.91091,-87.64169,"Entire home/apt",281,2,112,"2020-08-24",3.5,2,53
2125,"Modern Townhouse in Heart of Hyde Park",61879260,"Kara","Hyde Park",41.79916,-87.59098,"Entire home/apt",80,2,1,"2020-08-17",0.83,1,10
2126,"Wicker Shops, Eats, Bars | Outdoor Patio | Zencity",47172572,"Zencity","Logan Square",41.91492,-87.67266,"Entire home/apt",76,1,208,"2020-08-20",6.3,62,74
2127,"Wicker Shops, Eats | Spacious + Roofdeck | Zencity",47172572,"Zencity","West Town",41.91063,-87.67203,"Entire home/apt",118,1,220,"2020-09-19",6.67,62,149
2128,"Garden Retreat in a Tranquil Location in West Lakeview",46848,"Rachel","Lake View",41.95061,-87.67199,"Entire home/apt",108,6,110,"2020-09-20",3.38,1,21
2129,"Spacious apartment in great neighborhood near loop",163068694,"Aya","Lower West Side",41.85253,-87.66764,"Private room",60,1,70,"2020-08-05",2.11,3,355
2130,"Private double room close to the loop",163068694,"Aya","Lower West Side",41.85374,-87.66919,"Private room",40,1,27,"2020-08-24",0.84,3,263
2131,"Chicago Bell Comfort in the City Large 3BRM",87738779,"Charles","Chatham",41.74888,-87.60668,"Entire home/apt",90,1,91,"2020-03-03",2.74,1,351
2132,"Luxury King Bed! 1 Block from CTA & Gated Parking!",8809008,"Dina & George","Uptown",41.96091,-87.65628,"Entire home/apt",550,4,33,"2020-08-18",0.99,1,101
2133,"Luxurious* 3 BDR & 3 bath w/2 Fireplaces & Jacuzzi",163179151,"Elle","South Shore",41.77002,-87.57451,"Entire home/apt",130,90,24,"2018-05-29",0.72,5,363
2134,"Luxury Master King Suite w/ Jacuzzi & Fireplace",163179151,"Elle","South Shore",41.77031,-87.57537,"Private room",160,2,15,"2020-02-17",0.45,5,363
2135,"Cozy Private Bed & Bath: Wicker Park (1-2 guests)",24090896,"Eva","West Town",41.90925,-87.67215,"Private room",73,2,50,"2019-12-23",1.57,1,0
2136,"A place to call home",104627783,"Bellanger","West Garfield Park",41.87662,-87.73044,"Entire home/apt",150,1,69,"2020-09-06",2.66,2,178
2137,"Great spot by Wrigley",163481607,"John","Lake View",41.94745,-87.66957,"Private room",55,1,1,"2017-12-28",0.03,1,0
2138,"Duplex near the beach! 3 bedrooms in Andersonville",53994169,"Alex","Edgewater",41.97947,-87.65769,"Entire home/apt",162,3,66,"2020-09-13",2.03,1,186
2139,"Greystone Garden Haven",16027807,"Miriam","Logan Square",41.92191,-87.71413,"Entire home/apt",95,2,146,"2020-01-02",4.4,2,0
2140,"Sophisticated Flat in Historic Building",74620805,"Almir And Majda","Lincoln Park",41.9156,-87.63671,"Entire home/apt",132,2,158,"2020-08-23",4.77,2,118
2141,"LOGAN SQUARE: Cozy, Chic, 1st Floor 2 BD APT!",50165254,"Aya","Avondale",41.93384,-87.71279,"Entire home/apt",124,1,42,"2020-01-02",1.47,1,189
2142,"Edgewater, private, charming coach house 2 ( of 2)",40281169,"Kate","Edgewater",41.98501,-87.66215,"Entire home/apt",115,2,32,"2020-09-14",1.03,2,326
2143,"Hyde Park 4 Bed/3 Full Bath Condo- Travelers Only!",158726206,"Ian","Hyde Park",41.80158,-87.60254,"Entire home/apt",146,2,195,"2020-09-14",5.87,2,140
2144,"Executive One Bedroom Condo Gold Coast",44770878,"Mitchell","Near North Side",41.9063,-87.63037,"Entire home/apt",250,1,0,"",NA,1,0
2145,"SANITIZED Scholars Retreat near UChicago Hyde Park",100179,"Kenneth","Woodlawn",41.78388,-87.61084,"Private room",62,2,54,"2020-03-17",1.68,8,97
2146,"Beautiful luxury condo,  HEART of downtown!",22521340,"Mary","Near North Side",41.89234,-87.61808,"Entire home/apt",200,35,3,"2019-09-15",0.11,1,173
2147,"Room in Ultra Luxury Downtown House in GoldCoast!",698645,"Fatih","Near North Side",41.89903,-87.62985,"Private room",217,2,28,"2019-10-23",0.96,2,90
2148,"Cozy Logan Square Apartment",16293823,"Charles","Logan Square",41.91942,-87.71275,"Entire home/apt",193,3,132,"2020-05-02",6.3,1,0
2149,"Priv. BR/BA in French Bungalow - Near Lincoln Sq.",25252775,"Jane","Lincoln Square",41.96735,-87.69119,"Private room",45,2,30,"2020-07-13",0.9,1,356
2150,"Ukrainian Village Artistic 3BR/2BA",67392273,"Iryna & Sean","West Town",41.89958,-87.69018,"Entire home/apt",120,3,90,"2020-01-02",2.72,1,0
2151,"HIGH-END DOWNTOWN 1br/1ba ROOFTOP HOT TUB!",63313003,"K","Near North Side",41.89075,-87.62147,"Entire home/apt",155,21,4,"2020-03-07",0.14,31,365
2152,"Comfortable and Creative Pilsen Apartment",31516954,"Amara","Lower West Side",41.84926,-87.68328,"Private room",30,3,1,"2018-01-24",0.03,1,0
2153,"A Room with a Loo",25088447,"Johnny","Lake View",41.9479,-87.65079,"Private room",89,1,22,"2019-10-21",0.68,1,364
2154,"New construction luxury condo mins away from dwntn",164659904,"Tova","West Town",41.89862,-87.66732,"Entire home/apt",363,1,34,"2018-09-26",1.13,1,0
